date,value,cash,holdings,dividends
2023-11-05,109839.43658134618,104376.77564689794,2,3535.6316789999996
2023-11-12,110010.25031259695,104477.92005136648,2,3535.6316789999996
2023-11-19,110079.30899027029,104477.92005136648,2,3535.6316789999996
2023-11-26,110009.15274027029,104477.92005136648,2,3535.6316789999996
2023-12-03,111103.38508518376,16046.749365884445,35,3552.1316789999996
2023-12-10,112556.9454446999,2126.4563814369685,40,3552.1316789999996
2023-12-17,116546.13300573506,2126.4563814369685,40,3552.1316789999996
2023-12-24,116856.09699238934,1991.3855742374903,40,3552.1316789999996
2023-12-31,117244.38807129653,1833.7084524610873,40,3570.8863445999996
2024-01-07,113805.9249441603,1851.7084524610873,40,3588.8863445999996
2024-01-14,115197.01867338928,1199.3149532965067,40,3588.8863445999996
2024-01-21,110783.65110419068,1278.6709787634259,40,3606.3863445999996
2024-01-28,113480.43563380511,14079.893492844421,35,3606.3863445999996
2024-02-04,112218.49055888446,225.34033038409643,40,3664.8863445999996
2024-02-11,112434.27965090069,2535.3155510166503,39,3664.8863445999996
2024-02-18,115778.93786384852,1848.5726161220882,39,3664.8863445999996
2024-02-25,116472.70820455345,1494.7005827883104,39,3664.8863445999996
2024-03-03,118770.04886846336,1494.7005827883104,39,3664.8863445999996
2024-03-10,118875.62126760276,1494.7005827883104,39,3664.8863445999996
2024-03-17,120560.51098851951,1494.7005827883104,39,3664.8863445999996
2024-03-24,124652.59212678391,2439.8792437883103,39,4610.0650055999995
2024-03-31,125479.31432622074,2769.038321429485,39,5386.9980276
2024-04-07,123913.7057393372,2835.1883214294853,39,5453.148027599999
2024-04-14,122471.59448521733,3183.2883214294857,39,5801.2480276
2024-04-21,121184.22438721654,1218.1571226596511,39,5817.65836066
2024-04-28,122242.06205430027,1508.757122659651,39,6108.25836066
2024-05-05,124175.6973310947,2042.257122659651,39,6641.75836066
2024-05-12,128906.18446183202,2423.857122659651,39,7023.3583606600005
2024-05-19,130046.88751053807,2519.857122659651,39,7119.3583606600005
2024-05-26,131024.68998551366,2519.857122659651,39,7119.3583606600005
2024-06-02,130460.16731369848,2350.7035838400743,39,7155.568693720001
2024-06-09,130412.00225174779,2350.7035838400743,39,7155.568693720001
2024-06-16,128686.83899033422,2350.7035838400743,39,7155.568693720001
2024-06-23,130087.302680062,3223.870963143053,39,7155.568693720001
2024-06-30,129678.95103004921,3317.625628743053,39,7249.323359320001
2024-07-07,131460.54700005043,2816.063548207165,39,7249.323359320001
2024-07-14,134695.87772667396,2816.063548207165,39,7249.323359320001
2024-07-21,133164.41247093666,2816.063548207165,39,7249.323359320001
2024-07-28,133550.64139225348,2832.473881267165,39,7265.733692380001
2024-08-04,129288.10760929451,2832.473881267165,39,7265.733692380001
2024-08-11,129075.67222004553,1522.413701826539,39,7275.260256380001
2024-08-18,131967.95138382574,2939.6880743469856,38,7275.260256380001
2024-08-25,134394.94581627508,2939.6880743469856,38,7275.260256380001
2024-09-01,136575.56483845253,2995.9984074069857,38,7331.570589440001
2024-09-08,133661.24579052467,2995.9984074069857,38,7331.570589440001
2024-09-15,136108.0785091645,2028.6374386078537,38,7417.485069440001
2024-09-22,137992.52833254403,2028.6374386078537,38,7417.485069440001
2024-09-29,139954.15673639838,2128.8374386078535,38,7517.685069440001
2024-10-06,138424.6423345011,2203.257422010283,38,7599.889735040001
2024-10-13,137518.24708994088,1318.000675756317,38,7599.889735040001
2024-10-20,137710.26791345773,979.8593212336121,38,7738.289735040001
2024-10-27,136052.94732515392,401.46458093698436,38,7754.700068100001
2024-11-03,136235.0485086828,2162.986989060002,37,7835.700068100001
2024-11-10,136667.42411010797,2904.136315994819,36,7982.300068100001
2024-11-17,132999.0286721426,2358.6585129934174,36,8035.500068100001
2024-11-24,132733.2935111147,110126.71628638325,5,8035.500068100001
2024-12-01,132627.69879046496,120013.79645434437,3,8035.500068100001
2024-12-08,132739.89864859637,120390.2215932375,3,8035.500068100001
2024-12-15,130118.14634780941,939.2632854467315,40,8035.500068100001
2024-12-22,127056.51641616877,608.0373054510051,40,8035.500068100001
2024-12-29,126862.92304540695,116042.80028081955,3,8035.500068100001
2025-01-05,126921.78984380783,116042.80028081955,3,8035.500068100001
2025-01-12,126761.96512914718,116042.80028081955,3,8035.500068100001
2025-01-19,127165.11737371505,116042.80028081955,3,8035.500068100001
2025-01-26,129734.27912264407,1653.1088326507884,40,8035.500068100001
2025-02-02,130636.12584755207,1666.5354687907884,40,8048.926704240001
2025-02-09,131219.15468632008,1553.7343791606609,40,8102.426704240001
2025-02-16,134147.345760515,362.15186326767844,40,8102.426704240001
2025-02-23,133602.31621949936,362.15186326767844,40,8102.426704240001
2025-03-02,132779.32997028137,3314.2953480889983,39,8102.426704240001
2025-03-09,132524.22831483628,2648.539773423929,39,8102.426704240001
2025-03-16,132249.0094548967,1213.547990968485,39,8102.426704240001
2025-03-23,130949.52442140684,1075.447807026957,39,8342.827432240001
2025-03-30,127859.62410112486,1881.457807026957,39,9148.83743224
2025-04-06,127000.31670912848,115685.92316969977,3,9148.83743224
2025-04-13,127375.03867873298,115695.92316969977,3,9158.83743224
2025-04-20,127825.8372016822,115695.92316969977,3,9158.83743224
2025-04-27,127837.74682025061,116526.1069200431,3,9158.83743224
2025-05-04,128387.3671052848,116526.1069200431,3,9158.83743224
2025-05-11,128233.48323332798,116718.85411345493,3,9241.31534024
2025-05-18,128607.23945586216,116811.65411345493,3,9334.11534024
2025-05-25,128814.26129118931,116811.65411345493,3,9334.11534024
2025-06-01,129057.97006194126,116811.65411345493,3,9334.11534024
2025-06-08,129408.15710417759,116811.65411345493,3,9334.11534024
2025-06-15,128812.5531613065,116811.65411345493,3,9334.11534024
2025-06-22,129214.39010588657,116811.65411345493,3,9334.11534024
2025-06-29,129490.65989653599,116811.65411345493,3,9334.11534024
2025-07-06,129275.41539557467,117596.89594061862,3,9334.11534024
2025-07-13,129171.75709956179,117623.99113886843,3,9334.11534024
2025-07-20,129276.25988181125,119277.63430197726,3,9334.11534024
2025-07-27,129413.5420056058,119471.21383482944,3,9334.11534024
2025-08-03,125944.31100114834,353.9783590699376,41,9381.11534024
2025-08-10,125088.05542425046,118699.50552038083,2,9381.11534024
2025-08-17,125599.37887132537,19087.821742419117,35,9381.11534024
2025-08-24,127036.42186750304,18437.645615710135,35,9381.11534024
2025-08-31,122989.12712213409,324.0800440014542,41,9409.71534024
2025-09-07,121917.07361284149,17411.26389280211,35,9409.71534024
2025-09-14,124078.84770749939,17997.520347346188,35,9409.71534024
2025-09-21,123874.26797529114,17514.04146524322,35,9452.21534024
2025-09-28,122223.98955209625,15453.761579111931,35,9452.21534024
2025-10-05,123821.65312555205,15784.178502825616,35,9545.21534024
2025-10-12,123245.39568803679,16329.58153818023,35,9614.21534024
2025-10-19,123468.81926736725,16296.624666308284,35,9614.21534024
2025-10-26,126218.94099943053,15672.826536578059,35,9614.21534024
2025-11-02,126194.79880010498,564.6354662121535,40,9660.21534024
2025-11-09,122834.07819557082,2169.2113323200947,39,9814.71534024
2025-11-16,123277.67958085907,13405.519714526057,35,9916.26534024
2025-11-23,119995.07100687873,13068.45088206184,35,9916.26534024
2025-11-30,123647.99657393349,12135.775146016005,35,9916.26534024
2025-12-07,123981.3473839463,12303.744310826187,35,9916.26534024
2025-12-14,123866.49837578667,11687.731316460495,35,9916.26534024
2025-12-21,125082.27676293266,11676.244364708782,35,9916.26534024
2025-12-28,125630.9425423993,11543.980849589232,35,9916.26534024
2026-01-04,127457.4772790326,11543.980849589232,35,9916.26534024
2026-01-11,130484.98463341607,2163.939303368454,38,9916.26534024
2026-01-18,132391.9893254937,2163.939303368454,38,9916.26534024
2026-01-25,132593.26269432914,2163.939303368454,38,9916.26534024
